id	chr	start	end	strand	length	tr.name	tr.strand
L2_level1_chr18_+_37975061	chr18	37974980	37975177	+	197	Pcdha4-g	+
L2_level1_chr12_-_56877167	chr12	56877006	56877226	-	220	Ralgapa1	-
L2_level1_chr6_-_113481632	chr6	113481354	113481696	-	342	Tmem111	-
L2_level1_chrX_+_50911171	chrX	50910994	50911445	+	451	Cxx1c	+
L2_level1_chr1_+_193606862	chr1	193606797	193607306	+	509	Lpgat1	+
L2_level1_chr4_+_128867123	chr4	128867013	128867285	+	272	Yars	+
L2_level1_chr11_+_119570263	chr11	119570262	119570264	+	2	Rptor	+
L2_level1_chr11_+_30854447	chr11	30854383	30854561	+	178	Asb3	+
L2_level1_chr7_+_105053196	chr7	105053134	105053314	+	180	Pak1	+
L2_level1_chr10_-_14425287	chr10	14425181	14425394	-	213	Vta1	-
L2_level1_chr9_+_28710880	chr9	28710785	28710940	+	155	Opcml	+
L2_level1_chr6_-_114987881	chr6	114987840	114987917	-	77	1500001M20Rik	-
L2_level1_chr6_+_29298143	chr6	29298077	29298194	+	117	Calu	+
L2_level1_chr4_-_99495854	chr4	99495800	99495908	-	108	Itgb3bp	-
L2_level1_chr13_+_18837139	chr13	18837108	18837200	+	92	Vps41	+
L2_level1_chr9_+_110435134	chr9	110435059	110435226	+	167	Setd2	+
L2_level1_chr3_+_122505996	chr3	122505924	122506096	+	172	Pde5a	+
L2_level1_chr2_-_174289586	chr2	174289479	174289639	-	160	Atp5e	-
L2_level1_chr10_+_75398634	chr10	75398579	75398709	+	130	Chchd10	+
L2_level1_chr10_-_75775232	chr10	75775009	75775309	-	300	Dip2a	-
L2_level1_chr9_-_103268055	chr9	103268054	103268058	-	4	Cdv3	-
L2_level1_chr11_+_78349918	chr11	78349795	78350109	+	314	Ift20	+
L2_level1_chr18_+_69508528	chr18	69508454	69508850	+	396	Tcf4	+
L2_level1_chr12_+_70825951	chr12	70825892	70825978	+	86	Atp5s	+
L2_level1_chr7_+_52955161	chr7	52955105	52955504	+	399	Car11	+
L2_level1_chr5_+_73700195	chr5	73699827	73702004	+	2177	Ociad1	+
L2_level1_chr11_-_3670708	chr11	3670570	3670732	-	162	Osbp2	-
L2_level1_chr10_-_36855504	chr10	36855415	36855640	-	225	Marcks	-
L2_level1_chr13_+_81890112	chr13	81889908	81890570	+	662	Mblac2	+
L2_level1_chr6_-_92133991	chr6	92133842	92134088	-	246	Mrps25	-
L2_level1_chr14_-_26886668	chr14	26886623	26886750	-	127	D14Ertd449e	-
L2_level1_chr6_+_53523356	chr6	53523184	53523408	+	224	Creb5	+
L2_level1_chr2_-_29643173	chr2	29643152	29643229	-	77	Trub2	-
L2_level1_chr6_-_97134857	chr6	97134474	97134873	-	399	Uba3	-
L2_level1_chr10_+_111900156	chr10	111899878	111901185	+	1307	Kcnc2	+
L2_level1_chr19_+_10689355	chr19	10689324	10689426	+	102	Ddb1	+
L2_level1_chr11_-_94157297	chr11	94157224	94157402	-	178	Luc7l3	-
L2_level1_chr9_+_15514190	chr9	15514153	15514250	+	97	Slc36a4	+
L2_level1_chr10_-_86195189	chr10	86195127	86195271	-	144	BC030307	+
L2_level1_chr2_-_3392234	chr2	3392228	3392248	-	20	Suv39h2	-
L2_level1_chr19_-_7500916	chr19	7500606	7502376	-	1770	Rtn3	-
L2_level1_chr16_+_87699261	chr16	87699108	87699285	+	177	Bach1	+
L2_level1_chr18_+_40416642	chr18	40416520	40416927	+	407	2900055J20Rik	+
L2_level1_chr8_-_70220567	chr8	70220323	70220689	-	366	Psd3	-
L2_level1_chr7_-_132851203	chr7	132851122	132851342	-	220	Gtf3c1	-
L2_level1_chr6_+_85911704	chr6	85911651	85911738	+	87	Dusp11	-
L2_level1_chr8_+_73280402	chr8	73280327	73280489	+	162	Rab3a	+
L2_level1_chr8_-_108053134	chr8	108053082	108053183	-	101	Atp6v0d1	-
L2_level1_chr18_+_33344440	chr18	33344399	33344639	+	240	Camk4	+
L2_level1_chr8_-_63433547	chr8	63433211	63433751	-	540	Clcn3	-
L2_level1_chr4_-_148665438	chr4	148665432	148665605	-	173	Kif1b	-
L2_level1_chr7_-_28338066	chr7	28338002	28338273	-	271	Pld3	-
L2_level1_chr17_+_37193786	chr17	37193698	37193894	+	196	Gabbr1	+
L2_level1_chr6_-_113690697	chr6	113690658	113690736	-	78	Sec13	-
L2_level1_chr5_+_17080512	chr5	17080451	17080754	+	303	Sema3c	+
L2_level1_chr3_+_33706525	chr3	33706457	33706700	+	243	Ttc14	+
L2_level1_chr2_+_128677604	chr2	128677183	128678192	+	1009	Tmem87b	+
L2_level1_chr7_-_67128334	chr7	67128281	67128462	-	181	Snrpn	-
L2_level1_chr18_+_35023887	chr18	35023614	35023946	+	332	Egr1	+
L2_level1_chr16_+_41755622	chr16	41755254	41756078	+	824	Lsamp	+
L2_level1_chr5_+_82224419	chr5	82223276	82224905	+	1629	Lphn3	+
L2_level1_chr1_-_95374960	chr1	95374832	95374997	-	165	Hdlbp	-
L2_level1_chr5_+_73702451	chr5	73702070	73703077	+	1007	Ociad1	+
L2_level1_chr9_-_50444067	chr9	50443545	50444684	-	1139	Dlat	-
L2_level1_chr7_+_118189815	chr7	118189753	118189933	+	180	Ctr9	+
L2_level1_chr6_-_149137217	chr6	149137155	149137285	-	130	Amn1	-
L2_level1_chr19_-_37097443	chr19	37096752	37097483	-	731	Cpeb3	-
L2_level1_chr15_-_69894518	chr15	69894504	69894570	-	66	Gm19782	+
L2_level1_chr12_+_111976218	chr12	111976126	111976289	+	163	Wdr20a	+
L2_level1_chr3_-_107466491	chr3	107466071	107466602	-	531	Ahcyl1	-
L2_level1_chr7_-_135555838	chr7	135555753	135555877	-	124	Rgs10	-
L2_level1_chr2_+_29863035	chr2	29862941	29863099	+	158	Spna2	+
L2_level1_chr10_-_86155025	chr10	86154909	86155063	-	154	Hsp90b1	-
L2_level1_chr18_+_37304723	chr18	37303995	37305987	+	1992	Pcdha6	+
L2_level1_chr2_-_37427537	chr2	37427326	37429044	-	1718	Strbp	-
L2_level1_chr9_-_105335051	chr9	105334974	105335166	-	192	Atp2c1	-
L2_level1_chr13_+_118714488	chr13	118714336	118714491	+	155	Hcn1	+
L2_level1_chr12_+_79629359	chr12	79629287	79629449	+	162	Gphn	+
L2_level1_chr5_+_30559176	chr5	30559112	30559328	+	216	Ept1	+
L2_level1_chr9_-_106796672	chr9	106796214	106797505	-	1291	Dock3	-
L2_level1_chr10_+_69451996	chr10	69451291	69453273	+	1982	Ank3	+
L2_level1_chr6_+_103681535	chr6	103681187	103682025	+	838	Chl1	+
L2_level1_chr3_+_138106063	chr3	138106010	138106133	+	123	Adh5	+
L2_level1_chr10_+_81096433	chr10	81096410	81096483	+	73	Ankrd24	+
L2_level1_chr9_+_64929177	chr9	64928526	64929268	+	742	Dpp8	+
L2_level1_chr9_+_51856499	chr9	51856334	51856512	+	178	Rdx	+
L2_level1_chr9_-_83040176	chr9	83040062	83040289	-	227	Hmgn3	-
L2_level1_chrX_+_132673548	chrX	132673501	132673702	+	201	Bex4	+
L2_level1_chr10_-_108446123	chr10	108445935	108446508	-	573	Syt1	-
L2_level1_chr2_-_156216213	chr2	156216171	156216564	-	393	2900097C17Rik	-
L2_level1_chrX_-_160396240	chrX	160396225	160396496	-	271	Zrsr2	-
L2_level1_chr9_+_98464136	chr9	98464073	98464221	+	148	Copb2	+
L2_level1_chr5_-_117799381	chr5	117799380	117799396	-	16	Vsig10	+
L2_level1_chr1_-_68963705	chr1	68963685	68963857	-	172	Erbb4	-
L2_level1_chr4_+_137761927	chr4	137761866	137762144	+	278	Eif4g3	+
L2_level1_chr11_+_55283226	chr11	55283144	55283262	+	118	G3bp1	+
L2_level1_chr9_+_111174368	chr9	111174308	111174561	+	253	Epm2aip1	+
L2_level1_chr16_+_41955410	chr16	41955321	41955441	+	120	Lsamp	+
L2_level1_chr16_+_94600984	chr16	94600491	94601096	+	605	Ttc3	+
L2_level1_chr8_-_87368390	chr8	87368299	87368411	-	112	Calr	-
L2_level1_chr16_+_6896384	chr16	6896302	6896792	+	490	Rbfox1	+
L2_level1_chr9_-_4449746	chr9	4449195	4449774	-	579	Gria4	-
L2_level1_chr9_+_18096730	chr9	18096595	18096875	+	280	Chordc1	+
L2_level1_chr16_+_17833570	chr16	17833563	17833573	+	10	B830017H08Rik	+
L2_level1_chr2_-_52414069	chr2	52413812	52414204	-	392	Cacnb4	-
L2_level1_chrX_+_140098871	chrX	140098837	140099129	+	292	Pak3	+
L2_level1_chr12_+_100025031	chr12	100024726	100025842	+	1116	Zc3h14	+
L2_level1_chr1_-_10204302	chr1	10204215	10204433	-	218	Arfgef1	-
L2_level1_chr10_+_31033200	chr10	31033146	31033257	+	111	Hddc2	+
L2_level1_chr11_-_20012907	chr11	20012837	20012984	-	147	Actr2	-
L2_level1_chr9_+_120864527	chr9	120864429	120864761	+	332	Ctnnb1	+
L2_level1_chr10_+_111753565	chr10	111753557	111754397	+	840	Kcnc2	+
L2_level1_chr18_+_75160120	chr18	75160084	75160190	+	106	Rpl17	+
L2_level1_chr7_+_71898709	chr7	71898309	71899011	+	702	Apba2	+
L2_level1_chr1_+_167693880	chr1	167693829	167694040	+	211	Creg1	+
L2_level1_chr17_-_74715767	chr17	74715700	74715815	-	115	Dpy30	-
L2_level1_chr4_+_32837314	chr4	32837210	32837421	+	211	Mdn1	+
L2_level1_chr9_+_111276795	chr9	111275946	111276818	+	872	Trank1	+
L2_level1_chr15_-_81791291	chr15	81791171	81791344	-	173	Pmm1	-
L2_level1_chr5_-_8145597	chr5	8145431	8145735	-	304	Adam22	-
L2_level1_chr18_+_37656639	chr18	37656559	37656849	+	290	Pcdha4-g	+
L2_level1_chr6_-_113027241	chr6	113027153	113027298	-	145	Gt(ROSA)26Sor	-
L2_level1_chr13_+_101421306	chr13	101421271	101421364	+	93	Taf9	+
L2_level1_chr17_+_35374680	chr17	35374541	35375552	+	1011	Atp6v1g2	+
L2_level1_chr11_-_30021028	chr11	30020991	30021145	-	154	Spnb2	-
L2_level1_chr19_-_4037928	chr19	4037855	4037993	-	138	Gstp1	-
L2_level1_chr5_+_125935006	chr5	125934684	125935670	+	986	Bri3bp	+
L2_level1_chr1_-_164645821	chr1	164645739	164645868	-	129	Prrc2c	-
L2_level1_chrX_-_72818383	chrX	72817923	72819035	-	1112	Rab39b	-
L2_level1_chr13_+_55313409	chr13	55313400	55313439	+	39	Nsd1	+
L2_level1_chr1_-_69102492	chr1	69101955	69103408	-	1453	Erbb4	-
L2_level1_chr17_-_90435906	chr17	90435828	90436202	-	374	Nrxn1	-
L2_level1_chr14_-_66899823	chr14	66899742	66899996	-	254	Ptk2b	-
L2_level1_chr9_+_57556358	chr9	57556336	57556408	+	72	Edc3	+
L2_level1_chr2_+_170557435	chr2	170557337	170557658	+	321	Dok5	+
L2_level1_chr11_-_106643003	chr11	106641827	106644397	-	2570	Mir3064	-
L2_level1_chr9_-_42777214	chr9	42776739	42777295	-	556	Arhgef12	-
L2_level1_chr2_-_136716908	chr2	136716805	136716961	-	156	Mkks	-
L2_level1_chr11_-_102046539	chr11	102046427	102046606	-	179	Lsm12	-
L2_level1_chr3_-_55772013	chr3	55771965	55772303	-	338	Nbea	-
L2_level1_chr14_-_99445318	chr14	99445238	99445380	-	142	Mzt1	-
L2_level1_chr12_+_110867586	chr12	110866998	110867623	+	625	Rian	+
L2_level1_chr8_-_88161226	chr8	88160890	88161403	-	513	Neto2	-
L2_level1_chrX_+_130989457	chrX	130989203	130989647	+	444	Drp2	+
L2_level1_chr16_-_84955044	chr16	84954347	84955702	-	1355	App	-
L2_level1_chr2_-_22797350	chr2	22796921	22797379	-	458	Abi1	-
L2_level1_chr12_+_113012562	chr12	113012548	113012767	+	219	Klc1	+
L2_level1_chr10_+_111409823	chr10	111409774	111409905	+	131	Krr1	+
L2_level1_chr9_+_111175344	chr9	111174897	111176545	+	1648	Epm2aip1	+
L2_level1_chr11_-_94159236	chr11	94159076	94159431	-	355	Luc7l3	-
L2_level1_chr1_-_94538530	chr1	94538484	94538620	-	136	Myeov2	-
L2_level1_chrX_+_65963806	chrX	65963712	65963929	+	217	Fmr1	+
L2_level1_chr17_-_25969159	chr17	25969014	25969211	-	197	Stub1	-
L2_level1_chr18_+_40450458	chr18	40450317	40451505	+	1188	Kctd16	+
L2_level1_chr11_+_68604186	chr11	68604107	68604214	+	107	Myh10	+
L2_level1_chr1_-_95326872	chr1	95326701	95326891	-	190	Hdlbp	-
L2_level1_chr17_+_73195724	chr17	73195605	73195754	+	149	Ypel5	+
L2_level1_chr12_+_111904509	chr12	111904486	111904605	+	119	Dync1h1	+
L2_level1_chr10_+_41607234	chr10	41607210	41607378	+	168	Sesn1	+
L2_level1_chr6_-_124716200	chr6	124716134	124716357	-	223	Eno2	-
L2_level1_chr8_+_73282219	chr8	73281784	73282472	+	688	Rab3a	+
L2_level1_chr12_+_110899310	chr12	110899173	110899411	+	238	Rian	+
L2_level1_chr3_-_51322025	chr3	51321719	51322302	-	583	Setd7	-
L2_level1_chr19_+_60910785	chr19	60910664	60911429	+	765	Fam45a	+
L2_level1_chr2_+_139996419	chr2	139996298	139996818	+	520	2310003L22Rik	+
L2_level1_chr16_-_15594595	chr16	15594552	15594641	-	89	Ube2v2	-
L2_level1_chr6_+_86885427	chr6	86885408	86885511	+	103	Aak1	+
L2_level1_chr7_-_89028683	chr7	89028464	89029119	-	655	Hdgfrp3	-
L2_level1_chr5_-_23054315	chr5	23054278	23054402	-	124	Srpk2	-
L2_level1_chr9_+_45476932	chr9	45476921	45476940	+	19	Dscaml1	+
L2_level1_chr11_+_53182186	chr11	53182143	53182270	+	127	Aff4	+
L2_level1_chr1_-_38054053	chr1	38053995	38054166	-	171	Txndc9	-
L2_level1_chrX_+_148457354	chrX	148457267	148457447	+	180	Smc1a	+
L2_level1_chr9_-_24217016	chr9	24217007	24217313	-	306	Dpy19l1	-
L2_level1_chr8_+_96676635	chr8	96676490	96676695	+	205	Mt3	+
L2_level1_chrX_+_8887448	chrX	8887206	8887620	+	414	Xk	+
L2_level1_chr9_-_88377036	chr9	88376916	88377113	-	197	Syncrip	-
L2_level1_chr8_+_73300769	chr8	73300646	73300844	+	198	2010320M18Rik	+
L2_level1_chr2_-_77784235	chr2	77784190	77784309	-	119	Cwc22	-
L2_level1_chr1_-_88254750	chr1	88254710	88254804	-	94	Ncl	-
L2_level1_chr4_-_108506173	chr4	108506132	108506295	-	163	Btf3l4	-
L2_level1_chr15_-_37932043	chr15	37931976	37932217	-	241	Ubr5	-
L2_level1_chr10_-_85420538	chr10	85420381	85420604	-	223	D10Wsu52e	-
L2_level1_chr7_-_82261825	chr7	82261495	82261939	-	444	Sv2b	-
L2_level1_chr2_-_6793500	chr2	6793282	6793539	-	257	Celf2	-
L2_level1_chr2_+_26768040	chr2	26768038	26768083	+	45	Rpl7a	+
L2_level1_chr18_-_33362421	chr18	33362401	33362429	-	28	Stard4	-
L2_level1_chr7_-_85722700	chr7	85722445	85722723	-	278	Ntrk3	-
L2_level1_chr4_+_9196483	chr4	9196387	9196672	+	285	Clvs1	+
L2_level1_chr15_+_41279061	chr15	41279008	41280024	+	1016	Oxr1	+
L2_level1_chr18_+_37304723	chr18	37303995	37305987	+	1992	Pcdha4	+
L2_level1_chr3_+_95985106	chr3	95985063	95985191	+	128	Sv2a	+
L2_level1_chr1_+_152283877	chr1	152283831	152283979	+	148	Tpr	+
L2_level1_chr7_+_65081175	chr7	65079773	65082570	+	2797	Gabrb3	+
L2_level1_chr3_+_85378038	chr3	85377998	85378115	+	117	Pet112l	+
L2_level1_chr18_+_37979194	chr18	37979140	37979361	+	221	Pcdhgb7	+
L2_level1_chr10_+_128242617	chr10	128242563	128242775	+	212	Dnajc14	+
L2_level1_chr8_-_63391391	chr8	63389996	63391773	-	1777	Clcn3	-
L2_level1_chr9_+_55121207	chr9	55121207	55121208	+	1	Nrg4	-
L2_level1_chr9_-_83699864	chr9	83699568	83699968	-	400	Elovl4	-
L2_level1_chr14_-_57390683	chr14	57390554	57390884	-	330	Pspc1	-
L2_level1_chr5_+_43654902	chr5	43654889	43655686	+	797	Cpeb2	+
L2_level1_chr11_-_22882283	chr11	22882242	22882321	-	79	Commd1	-
L2_level1_chr1_-_69040026	chr1	69039998	69040442	-	444	Erbb4	-
L2_level1_chr1_+_9564612	chr1	9564606	9564615	+	9	Adhfe1	+
L2_level1_chr2_+_22480506	chr2	22480287	22480521	+	234	Gad2	+
L2_level1_chr15_-_81191223	chr15	81191142	81191304	-	162	Slc25a17	-
L2_level1_chr7_+_133839476	chr7	133839368	133839579	+	211	Bola2	+
L2_level1_chr7_+_117205214	chr7	117205178	117205253	+	75	Zfp143	+
L2_level1_chr2_+_119773650	chr2	119773558	119773948	+	390	Mga	+
L2_level1_chr9_-_44567007	chr9	44567000	44567158	-	158	Arcn1	-
L2_level1_chr7_-_25774950	chr7	25774832	25775014	-	182	Atp1a3	-
L2_level1_chr3_+_158932863	chr3	158932863	158932864	+	1	LOC624759	+
L2_level1_chr10_-_126679865	chr10	126679737	126679875	-	138	Kif5a	-
L2_level1_chrX_+_72662028	chrX	72661927	72662153	+	226	Brcc3	+
L2_level1_chr3_-_55809232	chr3	55808427	55809560	-	1133	Nbea	-
L2_level1_chr19_-_59980615	chr19	59979795	59980958	-	1163	Rab11fip2	-
L2_level1_chr16_-_44101929	chr16	44101903	44102053	-	150	Atp6v1a	-
L2_level1_chr10_-_126627804	chr10	126627574	126628213	-	639	Dtx3	-
L2_level1_chr14_+_17225710	chr14	17225643	17225829	+	186	Top2b	+
L2_level1_chr6_+_29306541	chr6	29306456	29306670	+	214	Calu	+
L2_level1_chr1_-_94952799	chr1	94952692	94952876	-	184	Kif1a	-
L2_level1_chr7_-_7236945	chr7	7236014	7237006	-	992	Clcn4-2	-
L2_level1_chr2_+_18594039	chr2	18593959	18594164	+	205	Commd3	+
L2_level1_chr14_-_61985252	chr14	61984874	61985514	-	640	Kpna3	-
L2_level1_chr6_-_51415224	chr6	51415064	51415262	-	198	Hnrnpa2b1	-
L2_level1_chr13_+_47218065	chr13	47217983	47218137	+	154	Rnf144b	+
L2_level1_chr1_-_75215833	chr1	75215775	75215902	-	127	Tuba4a	-
L2_level1_chr2_+_104430690	chr2	104430587	104430854	+	267	Cstf3	+
L2_level1_chr11_+_77107723	chr11	77107678	77107734	+	56	Ssh2	+
L2_level1_chr14_+_31814575	chr14	31814534	31814599	+	65	Spcs1	-
L2_level1_chr16_+_94679544	chr16	94679520	94679610	+	90	Ttc3	+
L2_level1_chr1_-_133421759	chr1	133421522	133421833	-	311	Srgap2	-
L2_level1_chr6_-_120768424	chr6	120768375	120768440	-	65	Atp6v1e1	-
L2_level1_chr5_-_51847554	chr5	51847095	51847716	-	621	Ppargc1a	-
L2_level1_chr15_-_96529193	chr15	96529041	96529317	-	276	Slc38a2	-
L2_level1_chr1_+_160292672	chr1	160292612	160292961	+	349	Astn1	+
L2_level1_chr13_+_30751955	chr13	30751918	30752016	+	98	Dusp22	+
L2_level1_chr10_+_111717787	chr10	111717407	111718694	+	1287	Kcnc2	+
L2_level1_chrX_-_156561676	chrX	156560596	156561892	-	1296	Pdha1	-
L2_level1_chr7_-_13619216	chr7	13619208	13619400	-	192	Chmp2a	-
L2_level1_chr1_-_69095650	chr1	69095439	69095838	-	399	Erbb4	-
L2_level1_chr2_+_84578101	chr2	84577841	84578263	+	422	Ypel4	+
L2_level1_chr6_-_72312391	chr6	72312338	72312465	-	127	Rnf181	-
L2_level1_chr5_+_8056552	chr5	8056466	8056614	+	148	Sri	+
L2_level1_chr15_+_80306639	chr15	80306635	80306642	+	7	Enthd1	-
L2_level1_chr13_+_85342032	chr13	85341936	85342079	+	143	Ccnh	+
L2_level1_chr13_+_118445712	chr13	118445399	118445877	+	478	Hcn1	+
L2_level1_chr6_+_45103054	chr6	45102811	45103784	+	973	Cntnap2	+
L2_level1_chr5_-_92494810	chr5	92494781	92494906	-	125	G3bp2	-
L2_level1_chr2_+_66278920	chr2	66278840	66279255	+	415	Scn1a	-
L2_level1_chr14_+_55305853	chr14	55305768	55305954	+	186	1700123O20Rik	+
L2_level1_chr15_+_100872909	chr15	100872612	100874541	+	1929	Scn8a	+
L2_level1_chr6_+_45267608	chr6	45267455	45267694	+	239	Cntnap2	+
L2_level1_chr4_+_34032102	chr4	34030960	34032455	+	1495	Cnr1	+
L2_level1_chr5_-_49425964	chr5	49425584	49425994	-	410	Kcnip4	-
L2_level1_chr17_-_27717446	chr17	27717205	27717597	-	392	Nudt3	-
L2_level1_chr19_-_4839317	chr19	4839252	4839371	-	119	Ccs	-
L2_level1_chr16_-_44139137	chr16	44139057	44139238	-	181	Atp6v1a	-
L2_level1_chr16_+_35983416	chr16	35983381	35983564	+	183	Kpna1	+
L2_level1_chr19_-_16239346	chr19	16239323	16239358	-	35	E030024N20Rik	+
L2_level1_chr6_+_29349524	chr6	29349522	29349593	+	71	Ccdc136	+
L2_level1_chr11_-_86533798	chr11	86533775	86533912	-	137	Cltc	-
L2_level1_chr12_+_8928871	chr12	8928758	8929072	+	314	Laptm4a	+
L2_level1_chr2_+_71100825	chr2	71100669	71101209	+	540	Dync1i2	+
L2_level1_chr1_+_34217900	chr1	34217839	34217976	+	137	Dst	+
L2_level1_chr8_-_125422159	chr8	125421860	125422194	-	334	Ankrd11	-
L2_level1_chr9_+_70421534	chr9	70421241	70421719	+	478	Sltm	+
L2_level1_chr10_-_9395011	chr10	9394339	9395061	-	722	Samd5	-
L2_level1_chr1_+_152282969	chr1	152282689	152283047	+	358	Tpr	+
L2_level1_chr4_+_109058051	chr4	109057885	109058192	+	307	Eps15	+
L2_level1_chr7_+_73047704	chr7	73047704	73047705	+	1	Pcsk6	+
L2_level1_chr7_+_74367474	chr7	74367435	74367576	+	141	Lysmd4	+
L2_level1_chr3_+_89518971	chr3	89518925	89519042	+	117	Adar	+
L2_level1_chr2_-_6997448	chr2	6997441	6997468	-	27	Celf2	-
L2_level1_chr1_+_17151432	chr1	17151195	17151736	+	541	Gdap1	+
L2_level1_chr11_-_120575056	chr11	120575035	120575090	-	55	Stra13	-
L2_level1_chr6_+_34730833	chr6	34730682	34730904	+	222	Agbl3	+
L2_level1_chr5_-_124838618	chr5	124838556	124838683	-	127	Sbno1	-
L2_level1_chr18_+_53372523	chr18	53372389	53372577	+	188	Snx2	+
L2_level1_chr17_+_70866266	chr17	70865966	70866394	+	428	Dlgap1	+
L2_level1_chr9_+_75862764	chr9	75862677	75862891	+	214	Hmgcll1	+
L2_level1_chr12_+_99866348	chr12	99866318	99866513	+	195	Spata7	+
L2_level1_chr7_+_147026161	chr7	147026103	147026681	+	578	Gpr123	+
L2_level1_chr14_-_78911413	chr14	78909881	78911745	-	1864	Akap11	-
L2_level1_chr2_+_61884586	chr2	61884169	61884804	+	635	Slc4a10	+
L2_level1_chr2_-_126758764	chr2	126758710	126758838	-	128	2010106G01Rik	-
L2_level1_chr9_-_56071576	chr9	56071469	56071698	-	229	C230081A13Rik	-
L2_level1_chr1_+_154964218	chr1	154964127	154964745	+	618	Nmnat2	+
L2_level1_chr12_-_46168416	chr12	46168416	46168440	-	24	Stxbp6	-
L2_level1_chr15_-_79913790	chr15	79913779	79913876	-	97	Rpl3	-
L2_level1_chr10_+_127523358	chr10	127523334	127523482	+	148	Atp5b	+
L2_level1_chr4_-_46690491	chr4	46690371	46690554	-	183	Gabbr2	-
L2_level1_chr18_+_37571342	chr18	37571259	37571402	+	143	Pcdhb10	+
L2_level1_chr11_-_23565887	chr11	23565803	23565976	-	173	Pus10	+
L2_level1_chr5_-_49497926	chr5	49497529	49498730	-	1201	Kcnip4	-
L2_level1_chr1_+_58463469	chr1	58463325	58464107	+	782	Bzw1	+
L2_level1_chr8_+_124474477	chr8	124474408	124474520	+	112	Banp	+
L2_level1_chr10_-_126748713	chr10	126748672	126748853	-	181	Mars	-
L2_level1_chr16_+_41547381	chr16	41546982	41547829	+	847	Lsamp	+
L2_level1_chr5_-_103340758	chr5	103340185	103341027	-	842	Mapk10	-
L2_level1_chrX_-_163911873	chrX	163911032	163912200	-	1168	Frmpd4	-
L2_level1_chr7_-_134164609	chr7	134164447	134164751	-	304	Prrt2	-
L2_level1_chr10_-_57243815	chr10	57243783	57243926	-	143	Serinc1	-
L2_level1_chrX_+_71549579	chrX	71549119	71549785	+	666	Atp6ap1	+
L2_level1_chr2_+_83652828	chr2	83652767	83653110	+	343	Fam171b	+
L2_level1_chr4_-_125844797	chr4	125844729	125844926	-	197	Thrap3	-
L2_level1_chr9_+_58137084	chr9	58137071	58137087	+	16	Loxl1	-
L2_level1_chr2_+_65861093	chr2	65860764	65861570	+	806	Csrnp3	+
L2_level1_chr3_-_81949695	chr3	81949649	81949796	-	147	Gucy1a3	-
L2_level1_chr5_-_123269702	chr5	123269634	123269719	-	85	Anapc5	-
L2_level1_chr9_+_18117448	chr9	18117203	18117642	+	439	Chordc1	+
L2_level1_chr3_+_28680245	chr3	28680209	28680308	+	99	Eif5a2	+
L2_level1_chr1_random_-_342905	chr1_random	342872	342953	-	81	Mia3	-
L2_level1_chr16_-_91011299	chr16	91011257	91011331	-	74	Synj1	-
L2_level1_chr14_+_21113904	chr14	21113861	21113982	+	121	Nudt13	+
L2_level1_chr2_+_130100171	chr2	130100104	130100236	+	132	Nop56	+
L2_level1_chr13_-_105018892	chr13	105018853	105018961	-	108	Ppwd1	-
L2_level1_chr12_-_111931713	chr12	111931525	111931720	-	195	Hsp90aa1	-
L2_level1_chr18_+_37157435	chr18	37157413	37157616	+	203	Pcdha6	+
L2_level1_chr17_-_44951575	chr17	44951564	44951663	-	99	Supt3h	+
L2_level1_chr8_+_109674536	chr8	109674464	109674746	+	282	Cyb5b	+
L2_level1_chr1_+_145586735	chr1	145586665	145586854	+	189	Glrx2	+
L2_level1_chr5_+_110605887	chr5	110605835	110606003	+	168	Golga3	+
L2_level1_chr2_-_128129989	chr2	128129989	128130003	-	14	Gm14005	-
L2_level1_chr2_+_121275113	chr2	121275052	121275144	+	92	Serf2	+
L2_level1_chr10_+_72117634	chr10	72117531	72117769	+	238	Zwint	+
L2_level1_chr7_-_67127807	chr7	67127530	67128170	-	640	Snrpn	-
L2_level1_chr3_+_151873433	chr3	151873354	151873635	+	281	Fubp1	+
L2_level1_chr8_-_106772454	chr8	106772330	106772500	-	170	Tk2	-
L2_level1_chr6_-_6528643	chr6	6528506	6528730	-	224	Shfm1	-
L2_level1_chr18_+_37344763	chr18	37344587	37346088	+	1501	Pcdha5	+
L2_level1_chr10_+_111902859	chr10	111901205	111903280	+	2075	Kcnc2	+
L2_level1_chr4_-_3501962	chr4	3501885	3502024	-	139	Tmem68	-
L2_level1_chr15_-_36426533	chr15	36426502	36426597	-	95	Ankrd46	-
L2_level1_chr2_-_44490815	chr2	44490550	44490847	-	297	Gtdc1	-
L2_level1_chr7_+_109119181	chr7	109119068	109119235	+	167	Numa1	+
L2_level1_chr1_+_66221868	chr1	66221815	66222141	+	326	Mtap2	+
L2_level1_chr9_+_113665852	chr9	113665804	113666012	+	208	Clasp2	+
L2_level1_chr8_+_34507746	chr8	34507393	34507753	+	360	Purg	+
L2_level1_chr3_+_63780027	chr3	63779980	63780202	+	222	Gmps	+
L2_level1_chr12_-_119475941	chr12	119475796	119476676	-	880	Sp4	-
L2_level1_chr10_+_77085061	chr10	77085033	77085127	+	94	Ube2g2	+
L2_level1_chr6_+_97182844	chr6	97182637	97183000	+	363	Arl6ip5	+
L2_level1_chr12_-_56777956	chr12	56777402	56778011	-	609	Ralgapa1	-
